week_res,y_res_week,bmi_res,y_res_bmi,week_res_nlBMI,y_res_week_nlBMI,bmi_res_nlWeek,y_res_bmi_nlWeek
-8.143989095581517,-0.04145772900591638,-3.7605084170554903,-0.040064748909302894,-8.71296139642066,-0.04698941747982102,-3.830058854552913,-0.04563270107844848
-0.33378869542058,-0.07487839316225675,-3.983486622394956,-0.07820188304331555,-0.6622276339357853,-0.07968621816412826,-3.9153160320449913,-0.07232137907660682
8.068047588326962,-0.039054969158458075,-4.131209664510578,-0.047370862390996527,7.695856497635987,-0.044019767960624734,-4.091033160727022,-0.04694089165082037
13.417056399497255,-0.0017792317267091157,-4.053540885665839,-0.013121934270910116,13.232181394665538,-0.006007832895131904,-4.090139032536499,-0.017762377389772585
-5.665674684012544,-0.024504873670439187,1.4502068846669829,-0.019945997082650768,-5.4598536833020646,-0.021249538509064796,1.4652323262823508,-0.018338876186739933
-0.70576186037367,-0.046799841848689905,1.8919067998957644,-0.04472124266583011,-0.653621455521801,-0.042997432572751,1.9659483274262826,-0.03883049417438867
5.270424819648056,0.04641320090900816,0.9831758341649248,0.04423125416101262,5.437166741877405,0.049932915891451116,1.0278041546141452,0.045166808268734426
13.078987781896153,-0.028180866641841232,1.1824295946701824,-0.0347055867350909,13.13617365683983,-0.024410373601922525,1.1210643196314294,-0.03957328413437117
14.47896011142604,-0.0009317166159510393,1.4541571749472695,-0.00802669283362012,14.474872954121444,0.002515888500704385,1.3859819448530928,-0.0127532729805451
-7.261031768056327,-0.020753445460989006,-1.106836626868784,-0.017528738584173142,-6.986640707453006,-0.021576748709929074,-1.1386158271925488,-0.020004889906814878
-6.831299952395327,-0.021093076760437368,-1.177774664770837,-0.01817967255847397,-6.556447404851838,-0.022009003751555747,-1.1973071418508034,-0.019613885139198733
-6.509329230032193,0.02032872668351482,-1.0581477070170848,0.023161419624851742,-6.241478927565801,0.019496781137197744,-1.0777469234233976,0.021719052255136664
-0.07899692260632918,0.0018738679304024092,-1.0615901885891503,0.0009824034385860908,0.2561045400287014,0.002037326111184165,-0.9898151452110397,0.006921559641762436
6.894234234297045,-0.020463779790264924,-0.5816758207805606,-0.024966857063194237,7.232335750507843,-0.01917064075568426,-0.5367172617299332,-0.02406970230070512
11.83089412165252,0.06237911735019527,-0.8237148809693338,0.05480560959627542,12.197001101159245,0.06412418919592792,-0.8537987235031395,0.050355698756027564
